OBJECTID,Station_Number,Station_Name,Province,Water_Flow,Sampling_Freq,Drainage_Area_sq_km,Station_Water_Quantity,Symbol,Year,Latitude,Longitude,Historical_Water_Quantity_Data,Realtime_Water_Quantity_Data,Drainage_Region_ID,Drainage_Region_Water_Quantity,Data_Access_Page,geometry.x,geometry.y
62,02EB012,Musquash River at Highway No. 400,Ontario,Regulated,Yearly,30.28,Normal,9,2013,45.02253,-79.77681,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02EB012,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02EB012,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=62,-8880713.8663,5625069.071199998
63,02EB013,East River near Huntsville,Ontario,Regulated,Yearly,610.17,Normal,9,2013,45.39272,-79.15994,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02EB013,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02EB013,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=63,-8812044.212,5683560.558899999
64,02EB014,Oxtongue River near Dwight,Ontario,Regulated,Yearly,604.9,Normal,9,2013,45.31197,-78.98939,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02EB014,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02EB014,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=64,-8793058.6729,5670769.218099996
65,02EC002,Black River near Washago,Ontario,Natural,Yearly,1510.27,Normal,3,2013,44.71367,-79.28161,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02EC002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02EC002,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=65,-8825588.4545,5576556.760899998
66,02EC003,Severn River at Swift Rapids,Ontario,Regulated,Yearly,5850,Normal,9,2013,44.85694,-79.54167,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02EC003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02EC003,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=66,-8854538.2012,5599027.664099999
67,02EC009,Holland River at Holland Landing,Ontario,Natural,Yearly,176.03,Normal,3,2013,44.09492,-79.48956,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02EC009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02EC009,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=67,-8848737.3426,5480143.041199997
68,02EC010,Schomberg River near Schomberg,Ontario,Natural,Yearly,51.3,Normal,3,2013,44.01214,-79.68564,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02EC010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02EC010,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=68,-8870564.8683,5467321.068499997
69,02ED003,Nottawasaga River near Baxter,Ontario,Natural,Yearly,1230.58,Normal,3,2013,44.24981,-79.82142,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ED003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ED003,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=69,-8885679.8288,5504182.5929000005
70,02ED007,Coldwater River at Coldwater,Ontario,Natural,Yearly,168.46,Normal,3,2013,44.70719,-79.64375,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ED007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ED007,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=70,-8865901.6949,5575541.734499998
71,02ED014,Pine River near Everett,Ontario,Natural,Yearly,189.99,High,5,2013,44.20003,-79.96,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02ED014,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02ED014,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=71,-8901106.4838,5496449.648199998
72,02FA001,Sauble River at Sauble Falls,Ontario,Regulated,Yearly,913.45,Normal,9,2013,44.67753,-81.25606,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FA001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FA001,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=72,-9045383.2231,5570897.245099999
73,02FA002,Stokes River near Ferndale,Ontario,Natural,Yearly,50.5,Normal,3,2013,45.03697,-81.33636,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FA002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FA002,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=73,-9054322.1782,5627343.534999996
74,02FB007,Sydenham River near Owen Sound,Ontario,Natural,Yearly,182.97,Normal,3,2013,44.52225,-80.93019,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FB007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FB007,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=74,-9009107.5406,5546620.501999997
75,02FB009,Beaver River near Clarksburg,Ontario,Regulated,Yearly,587.07,High,11,2013,44.51986,-80.46778,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FB009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FB009,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=75,-8957632.2949,5546247.351599999
76,02FB010,Bighead River near Meaford,Ontario,Regulated,Yearly,298.02,High,11,2013,44.57017,-80.6485,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FB010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FB010,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=76,-8977749.9532,5554105.4793
77,02FC001,Saugeen River near Port Elgin,Ontario,Regulated,Yearly,3953.52,Normal,9,2013,44.45647,-81.32644,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FC001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FC001,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=77,-9053217.8888,5536355.858800001
78,02FC002,Saugeen River near Walkerton,Ontario,Regulated,Yearly,2136.36,Normal,9,2013,44.12047,-81.11533,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FC002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FC002,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=78,-9029717.2311,5484104.159599997
79,02FC015,Teeswater River near Paisley,Ontario,Regulated,Yearly,669.92,Normal,9,2013,44.26831,-81.26919,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FC015,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FC015,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=79,-9046844.848,5507058.095200002
80,02FE003,Middle Maitland River near Listowel,Ontario,Regulated,Yearly,73.39,High,11,2013,43.72723,-80.97267,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FE003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FE003,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=80,-9013836.3926,5423326.974699996
81,02FE005,Maitland River above Wingham,Ontario,Regulated,Yearly,527.45,Normal,9,2013,43.91508,-81.26439,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FE005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FE005,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=81,-9046310.5144,5452310.008599997
82,02FE007,Little Maitland River at Bluevale,Ontario,Regulated,Yearly,340.27,High,11,2013,43.85439,-81.2505,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FE007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FE007,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=82,-9044764.2867,5442936.2817
83,02FE009,South Maitland River at Summerhill,Ontario,Natural,Yearly,370.56,High,5,2013,43.68436,-81.54117,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FE009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FE009,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=83,-9077121.5231,5416725.390900001
84,02FF002,Ausable River near Springbank,Ontario,Regulated,Yearly,865.41,Normal,9,2013,43.07192,-81.65975,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FF002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FF002,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=84,-9090321.7883,5322925.2190999985
85,02FF004,South Parkhill Creek near Parkhill,Ontario,Natural,Yearly,42.72,Normal,3,2013,43.16075,-81.73183,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FF004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FF004,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=85,-9098345.6972,5336471.7315
86,02FF007,Bayfield River near Varna,Ontario,Natural,Yearly,460.39,High,5,2013,43.55125,-81.58953,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FF007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FF007,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=86,-9082504.9337,5396257.688900001
87,02FF008,Parkhill Creek above Parkhill Reservoir,Ontario,Natural,Yearly,112.53,Normal,3,2013,43.16413,-81.63151,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FF008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FF008,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=87,-9087178.1259,5336987.5678
88,02FF009,Ausable River near Exeter,Ontario,Regulated,Yearly,113.8,Normal,9,2013,43.36197,-81.50944,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02FF009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02FF009,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=88,-9073589.3556,5367230.671400003
89,02GA003,Grand River at Galt,Ontario,Regulated,Yearly,3515.27,High,11,2013,43.35311,-80.31575,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA003,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=89,-8940708.3927,5365874.169100001
90,02GA014,Grand River near Marsville,Ontario,Regulated,Yearly,663.01,High,11,2013,43.86172,-80.27222,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA014,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA014,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=90,-8935862.6552,5444067.912199996
91,02GA015,Speed River below Guelph,Ontario,Regulated,Yearly,567.86,Normal,9,2013,43.53372,-80.25222,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA015,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA015,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=91,-8933636.2654,5393565.554499999
92,02GA016,Grand River below Shand Dam,Ontario,Regulated,Yearly,784.76,Normal,9,2013,43.73094,-80.34094,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA016,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=92,-8943512.5307,5423898.502499998
93,02GA023,Canagagigue Creek near Elmira,Ontario,Regulated,Yearly,114.06,Normal,9,2013,43.57992,-80.50919,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA023,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA023,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=93,-8962242.035,5400662.314599998
94,02GA028,Conestogo River at Glen Allan,Ontario,Regulated,Yearly,571.13,Normal,9,2013,43.65483,-80.70217,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA028,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA028,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=94,-8983724.4703,5412180.7875000015
95,02GA029,Eramosa River above Guelph,Ontario,Regulated,Yearly,231.49,Normal,9,2013,43.54778,-80.18203,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA029,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA029,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=95,-8925822.7504,5395724.728500001
96,02GA030,Alder Creek near New Dundee,Ontario,Regulated,Yearly,47.43,Normal,9,2013,43.37229,-80.55109,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA030,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA030,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=96,-8966906.3216,5368810.955600001
97,02GA031,Blue Springs Creek near Eden Mills,Ontario,Regulated,Yearly,41.5,Normal,9,2013,43.57614,-80.109,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA031,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA031,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=97,-8917693.088,5400081.4661
98,02GA034,Grand River at West Montrose,Ontario,Regulated,Yearly,1170,High,11,2013,43.58503,-80.48147,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA034,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA034,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=98,-8959156.2587,5401447.593599997
99,02GA038,Nith River above Nithburg,Ontario,Natural,Yearly,326,Normal,3,2013,43.48389,-80.835,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA038,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA038,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=99,-8998511.0383,5385917.283299997
100,02GA039,Conestogo River above Drayton,Ontario,Regulated,Yearly,274.71,Normal,9,2013,43.78353,-80.63778,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA039,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA039,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=100,-8976556.6083,5432003.8354
101,02GA040,Speed River near Armstrong Mills,Ontario,Regulated,Yearly,167,Normal,9,2013,43.63861,-80.27,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GA040,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GA040,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=101,-8935615.526,5409685.515299998
102,02GB001,Grand River at Brantford,Ontario,Regulated,Yearly,5200.52,High,11,2013,43.13272,-80.26731,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GB001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GB001,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=102,-8935316.0765,5332195.052100003
103,02GB007,Fairchild Creek near Brantford,Ontario,Natural,Yearly,388.64,Normal,3,2013,43.14739,-80.15461,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GB007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GB007,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=103,-8922770.3699,5334433.083899997
104,02GB008,Whitemans Creek near Mount Vernon,Ontario,Regulated,Yearly,385.86,Normal,9,2013,43.12625,-80.38372,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GB008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GB008,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=104,-8948274.7785,5331208.169799998
105,02GB010,McKenzie Creek near Caledonia,Ontario,Regulated,Yearly,172.78,Normal,9,2013,43.03394,-79.94981,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GB010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GB010,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=105,-8899972.1382,5317139.288699999
106,02GC002,Kettle Creek at St. Thomas,Ontario,Natural,Yearly,330.88,Normal,3,2013,42.77769,-81.214,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GC002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GC002,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=106,-9040701.1253,5278194.982299998
107,02GC006,Big Creek near Delhi,Ontario,Regulated,Yearly,369.83,Normal,9,2013,42.83772,-80.50989,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GC006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GC006,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=107,-8962319.9586,5287303.705499999
108,02GC007,Big Creek near Walsingham,Ontario,Regulated,Yearly,566.73,Normal,9,2013,42.68561,-80.53847,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GC007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GC007,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=108,-8965501.4697,5264240.257600002
109,02GC008,Lynn River at Simcoe,Ontario,Regulated,Yearly,143.76,Normal,9,2013,42.82333,-80.28944,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GC008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GC008,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=109,-8937779.5769,5285119.416000001
110,02GC010,Big Otter Creek at Tillsonburg,Ontario,Natural,Yearly,354.1,Normal,3,2013,42.85731,-80.72358,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=02GC010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=02GC010,19,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=110,-8986107.8206,5290278.131999999
